Index,m:s.ms.us,Dur,Len,Err,PID,CRC,Packet,Packet Data
53450,00:29.353.211,98.85 us,,,,,[5 IN/NAK],
53451,00:29.353.336,103.67 us,,,,,[5 IN/NAK],
53452,00:29.353.465,103.93 us,,,,,[5 IN/NAK],
53453,00:29.353.595,78.00 us,,,,,[4 IN/NAK],
53454,00:29.353.710,98.85 us,,,,,[5 IN/NAK],
53455,00:29.353.835,103.65 us,,,,,[5 IN/NAK],
53456,00:29.353.964,98.97 us,,,,,[5 IN/NAK],
53457,00:29.354.085,84.93 us,,,,,[4 IN/NAK],
53458,00:29.354.209,98.85 us,,,,,[5 IN/NAK],
53459,00:29.354.334,103.70 us,,,,,[5 IN/NAK],
53460,00:29.354.463,103.95 us,,,,,[5 IN/NAK],
53461,00:29.354.593,77.97 us,,,,,[4 IN/NAK],
53462,00:29.354.708,98.87 us,,,,,[5 IN/NAK],
53463,00:29.354.833,103.68 us,,,,,[5 IN/NAK],
53464,00:29.354.962,98.95 us,,,,,[5 IN/NAK],
53465,00:29.355.083,84.92 us,,,,,[4 IN/NAK],
53466,00:29.355.207,98.83 us,,,,,[5 IN/NAK],
53467,00:29.355.332,103.68 us,,,,,[5 IN/NAK],
53468,00:29.355.461,103.95 us,,,,,[5 IN/NAK],
53469,00:29.355.591,77.97 us,,,,,[4 IN/NAK],
53470,00:29.355.706,98.87 us,,,,,[5 IN/NAK],
53471,00:29.355.831,103.68 us,,,,,[5 IN/NAK],
53472,00:29.355.960,98.93 us,,,,,[5 IN/NAK],
53473,00:29.356.082,84.00 us,,,,,[4 IN/NAK],
53474,00:29.356.205,98.87 us,,,,,[5 IN/NAK],
53475,00:29.356.330,103.65 us,,,,,[5 IN/NAK],
53476,00:29.356.459,103.97 us,,,,,[5 IN/NAK],
53477,00:29.356.589,78.00 us,,,,,[4 IN/NAK],
53478,00:29.356.704,98.87 us,,,,,[5 IN/NAK],
53479,00:29.356.829,103.72 us,,,,,[5 IN/NAK],
53480,00:29.356.958,98.93 us,,,,,[5 IN/NAK],
53481,00:29.357.079,84.93 us,,,,,[4 IN/NAK],
53482,00:29.357.203,98.90 us,,,,,[5 IN/NAK],
53483,00:29.357.328,103.63 us,,,,,[5 IN/NAK],
53484,00:29.357.458,103.97 us,,,,,[5 IN/NAK],
53485,00:29.357.587,78.00 us,,,,,[4 IN/NAK],
53486,00:29.357.702,98.87 us,,,,,[5 IN/NAK],
53487,00:29.357.827,103.70 us,,,,,[5 IN/NAK],
53488,00:29.357.957,98.93 us,,,,,[5 IN/NAK],
53489,00:29.358.078,84.90 us,,,,,[4 IN/NAK],
53490,00:29.358.201,98.88 us,,,,,[5 IN/NAK],
53491,00:29.358.326,103.63 us,,,,,[5 IN/NAK],
53492,00:29.358.456,103.95 us,,,,,[5 IN/NAK],
53493,00:29.358.585,78.03 us,,,,,[4 IN/NAK],
53494,00:29.358.700,98.85 us,,,,,[5 IN/NAK],
53495,00:29.358.825,103.68 us,,,,,[5 IN/NAK],
53496,00:29.358.955,98.92 us,,,,,[5 IN/NAK],
53497,00:29.359.076,84.88 us,,,,,[4 IN/NAK],
53498,00:29.359.199,98.87 us,,,,,[5 IN/NAK],
53499,00:29.359.324,103.68 us,,,,,[5 IN/NAK],
53500,00:29.359.454,103.92 us,,,,,[5 IN/NAK],
53501,00:29.359.584,78.00 us,,,,,[4 IN/NAK],
53502,00:29.359.698,98.87 us,,,,,[5 IN/NAK],
53503,00:29.359.823,103.68 us,,,,,[5 IN/NAK],
53504,00:29.359.953,98.95 us,,,,,[5 IN/NAK],
53505,00:29.360.074,84.90 us,,,,,[4 IN/NAK],
53506,00:29.360.197,98.88 us,,,,,[5 IN/NAK],
53507,00:29.360.322,103.70 us,,,,,[5 IN/NAK],
53508,00:29.360.452,103.95 us,,,,,[5 IN/NAK],
53509,00:29.360.582,78.02 us,,,,,[4 IN/NAK],
53510,00:29.360.697,98.87 us,,,,,[5 IN/NAK],
53511,00:29.360.822,103.65 us,,,,,[5 IN/NAK],
53512,00:29.360.951,98.95 us,,,,,[5 IN/NAK],
53513,00:29.361.072,84.92 us,,,,,[4 IN/NAK],
53514,00:29.361.196,98.85 us,,,,,[5 IN/NAK],
53515,00:29.361.321,103.70 us,,,,,[5 IN/NAK],
53516,00:29.361.450,103.95 us,,,,,[5 IN/NAK],
53517,00:29.361.580,78.00 us,,,,,[4 IN/NAK],
53518,00:29.361.695,98.88 us,,,,,[5 IN/NAK],
53519,00:29.361.820,103.67 us,,,,,[5 IN/NAK],
53520,00:29.361.949,98.95 us,,,,,[5 IN/NAK],
53521,00:29.362.070,84.90 us,,,,,[4 IN/NAK],
53522,00:29.362.194,98.83 us,,,,,[5 IN/NAK],
53523,00:29.362.319,103.70 us,,,,,[5 IN/NAK],
53524,00:29.362.448,103.97 us,,,,,[5 IN/NAK],
53525,00:29.362.578,77.97 us,,,,,[4 IN/NAK],
53526,00:29.362.693,98.85 us,,,,,[5 IN/NAK],
53527,00:29.362.818,103.67 us,,,,,[5 IN/NAK],
53528,00:29.362.947,98.97 us,,,,,[5 IN/NAK],
53529,00:29.363.068,84.92 us,,,,,[4 IN/NAK],
53530,00:29.363.192,98.85 us,,,,,[5 IN/NAK],
53531,00:29.363.317,103.65 us,,,,,[5 IN/NAK],
53532,00:29.363.446,103.98 us,,,,,[5 IN/NAK],
53533,00:29.363.576,77.97 us,,,,,[4 IN/NAK],
53534,00:29.363.691,98.88 us,,,,,[5 IN/NAK],
53535,00:29.363.816,103.67 us,,,,,[5 IN/NAK],
53536,00:29.363.945,98.95 us,,,,,[5 IN/NAK],
53537,00:29.364.067,84.02 us,,,,,[4 IN/NAK],
53538,00:29.364.190,98.85 us,,,,,[5 IN/NAK],
53539,00:29.364.315,103.70 us,,,,,[5 IN/NAK],
53540,00:29.364.445,103.97 us,,,,,[5 IN/NAK],
53541,00:29.364.574,77.98 us,,,,,[4 IN/NAK],
53542,00:29.364.689,98.88 us,,,,,[5 IN/NAK],
53543,00:29.364.814,103.67 us,,,,,[5 IN/NAK],
53544,00:29.364.944,98.93 us,,,,,[5 IN/NAK],
53545,00:29.365.064,84.90 us,,,,,[4 IN/NAK],
53546,00:29.365.188,98.87 us,,,,,[5 IN/NAK],
53547,00:29.365.313,103.68 us,,,,,[5 IN/NAK],
53548,00:29.365.443,103.95 us,,,,,[5 IN/NAK],
53549,00:29.365.572,77.98 us,,,,,[4 IN/NAK],
53550,00:29.365.687,98.85 us,,,,,[5 IN/NAK],
53551,00:29.365.812,103.68 us,,,,,[5 IN/NAK],
53552,00:29.365.942,98.93 us,,,,,[5 IN/NAK],
53553,00:29.366.063,84.93 us,,,,,[4 IN/NAK],
53554,00:29.366.186,98.88 us,,,,,[5 IN/NAK],
53555,00:29.366.311,103.65 us,,,,,[5 IN/NAK],
53556,00:29.366.441,103.93 us,,,,,[5 IN/NAK],
53557,00:29.366.571,78.00 us,,,,,[4 IN/NAK],
53558,00:29.366.686,98.87 us,,,,,[5 IN/NAK],
53559,00:29.366.810,103.72 us,,,,,[5 IN/NAK],
53560,00:29.366.940,98.95 us,,,,,[5 IN/NAK],
53561,00:29.367.061,84.90 us,,,,,[4 IN/NAK],
53562,00:29.367.185,98.90 us,,,,,[5 IN/NAK],
53563,00:29.367.310,103.67 us,,,,,[5 IN/NAK],
53564,00:29.367.439,103.90 us,,,,,[5 IN/NAK],
53565,00:29.367.569,78.00 us,,,,,[4 IN/NAK],
53566,00:29.367.684,98.83 us,,,,,[5 IN/NAK],
53567,00:29.367.809,103.68 us,,,,,[5 IN/NAK],
53568,00:29.367.938,98.97 us,,,,,[5 IN/NAK],
53569,00:29.368.059,84.88 us,,,,,[4 IN/NAK],
53570,00:29.368.183,98.88 us,,,,,[5 IN/NAK],
53571,00:29.368.308,103.68 us,,,,,[5 IN/NAK],
53572,00:29.368.437,103.97 us,,,,,[5 IN/NAK],
53573,00:29.368.567,78.02 us,,,,,[4 IN/NAK],
53574,00:29.368.682,98.85 us,,,,,[5 IN/NAK],
53575,00:29.368.807,103.65 us,,,,,[5 IN/NAK],
53576,00:29.368.936,98.98 us,,,,,[5 IN/NAK],
53577,00:29.369.057,84.90 us,,,,,[4 IN/NAK],
53578,00:29.369.181,98.87 us,,,,,[5 IN/NAK],
53579,00:29.369.306,103.67 us,,,,,[5 IN/NAK],
53580,00:29.369.435,103.95 us,,,,,[5 IN/NAK],
53581,00:29.369.565,78.00 us,,,,,[4 IN/NAK],
53582,00:29.369.680,98.87 us,,,,,[5 IN/NAK],
53583,00:29.369.805,103.67 us,,,,,[5 IN/NAK],
53584,00:29.369.934,98.97 us,,,,,[5 IN/NAK],
53585,00:29.370.055,84.88 us,,,,,[4 IN/NAK],
53586,00:29.370.179,98.83 us,,,,,[5 IN/NAK],
53587,00:29.370.304,103.72 us,,,,,[5 IN/NAK],
53588,00:29.370.433,103.93 us,,,,,[5 IN/NAK],
53589,00:29.370.563,77.97 us,,,,,[4 IN/NAK],
53590,00:29.370.678,98.90 us,,,,,[5 IN/NAK],
53591,00:29.370.803,103.68 us,,,,,[5 IN/NAK],
53592,00:29.370.933,98.95 us,,,,,[5 IN/NAK],
53593,00:29.371.053,84.90 us,,,,,[4 IN/NAK],
53594,00:29.371.177,98.87 us,,,,,[5 IN/NAK],
53595,00:29.371.302,103.70 us,,,,,[5 IN/NAK],
53596,00:29.371.432,103.97 us,,,,,[5 IN/NAK],
53597,00:29.371.561,77.95 us,,,,,[4 IN/NAK],
53598,00:29.371.676,98.88 us,,,,,[5 IN/NAK],
53599,00:29.371.801,103.67 us,,,,,[5 IN/NAK],
53600,00:29.371.931,98.93 us,,,,,[5 IN/NAK],
53601,00:29.372.052,84.02 us,,,,,[4 IN/NAK],
53602,00:29.372.175,98.87 us,,,,,[5 IN/NAK],
53603,00:29.372.300,103.67 us,,,,,[5 IN/NAK],
53604,00:29.372.430,103.97 us,,,,,[5 IN/NAK],
53605,00:29.372.560,77.97 us,,,,,[4 IN/NAK],
53606,00:29.372.674,98.88 us,,,,,[5 IN/NAK],
53607,00:29.372.799,103.68 us,,,,,[5 IN/NAK],
53608,00:29.372.929,98.92 us,,,,,[5 IN/NAK],
53609,00:29.373.050,84.92 us,,,,,[4 IN/NAK],
53610,00:29.373.173,98.85 us,,,,,[5 IN/NAK],
53611,00:29.373.298,103.63 us,,,,,[5 IN/NAK],
53612,00:29.373.428,103.97 us,,,,,[5 IN/NAK],
53613,00:29.373.558,77.98 us,,,,,[4 IN/NAK],
53614,00:29.373.673,98.87 us,,,,,[5 IN/NAK],
53615,00:29.373.797,103.67 us,,,,,[5 IN/NAK],
53616,00:29.373.927,98.92 us,,,,,[5 IN/NAK],
53617,00:29.374.048,84.92 us,,,,,[4 IN/NAK],
53618,00:29.374.172,98.85 us,,,,,[5 IN/NAK],
53619,00:29.374.296,103.68 us,,,,,[5 IN/NAK],
53620,00:29.374.426,103.95 us,,,,,[5 IN/NAK],
53621,00:29.374.556,77.98 us,,,,,[4 IN/NAK],
53622,00:29.374.671,98.87 us,,,,,[5 IN/NAK],
53623,00:29.374.796,103.70 us,,,,,[5 IN/NAK],
53624,00:29.374.925,98.95 us,,,,,[5 IN/NAK],
53625,00:29.375.046,84.88 us,,,,,[4 IN/NAK],
53626,00:29.375.170,98.87 us,,,,,[5 IN/NAK],
53627,00:29.375.295,103.67 us,,,,,[5 IN/NAK],
53628,00:29.375.424,103.98 us,,,,,[5 IN/NAK],
53629,00:29.375.554,78.00 us,,,,,[4 IN/NAK],
53630,00:29.375.669,98.85 us,,,,,[5 IN/NAK],
53631,00:29.375.794,103.67 us,,,,,[5 IN/NAK],
53632,00:29.375.923,98.95 us,,,,,[5 IN/NAK],
53633,00:29.376.044,84.90 us,,,,,[4 IN/NAK],
53634,00:29.376.168,98.87 us,,,,,[5 IN/NAK],
53635,00:29.376.293,103.67 us,,,,,[5 IN/NAK],
53636,00:29.376.422,103.95 us,,,,,[5 IN/NAK],
53637,00:29.376.552,77.97 us,,,,,[4 IN/NAK],
53638,00:29.376.667,98.85 us,,,,,[5 IN/NAK],
53639,00:29.376.792,103.65 us,,,,,[5 IN/NAK],
53640,00:29.376.921,98.97 us,,,,,[5 IN/NAK],
53641,00:29.377.042,84.90 us,,,,,[4 IN/NAK],
53642,00:29.377.166,98.88 us,,,,,[5 IN/NAK],
53643,00:29.377.291,103.70 us,,,,,[5 IN/NAK],
53644,00:29.377.420,103.92 us,,,,,[5 IN/NAK],
53645,00:29.377.550,77.98 us,,,,,[4 IN/NAK],
53646,00:29.377.665,98.85 us,,,,,[5 IN/NAK],
53647,00:29.377.790,103.65 us,,,,,[5 IN/NAK],
53648,00:29.377.919,98.95 us,,,,,[5 IN/NAK],
53649,00:29.378.040,84.90 us,,,,,[4 IN/NAK],
53650,00:29.378.164,98.85 us,,,,,[5 IN/NAK],
53651,00:29.378.289,103.70 us,,,,,[5 IN/NAK],
53652,00:29.378.419,103.93 us,,,,,[5 IN/NAK],
53653,00:29.378.548,78.00 us,,,,,[4 IN/NAK],
53654,00:29.378.663,98.90 us,,,,,[5 IN/NAK],
53655,00:29.378.788,103.68 us,,,,,[5 IN/NAK],
53656,00:29.378.918,98.97 us,,,,,[5 IN/NAK],
53657,00:29.379.038,84.90 us,,,,,[4 IN/NAK],
53658,00:29.379.162,98.85 us,,,,,[5 IN/NAK],
53659,00:29.379.287,103.70 us,,,,,[5 IN/NAK],
53660,00:29.379.417,103.95 us,,,,,[5 IN/NAK],
53661,00:29.379.546,77.98 us,,,,,[4 IN/NAK],
53662,00:29.379.661,98.90 us,,,,,[5 IN/NAK],
53663,00:29.379.786,103.63 us,,,,,[5 IN/NAK],
53664,00:29.379.916,98.95 us,,,,,[5 IN/NAK],
53665,00:29.380.038,84.07 us,,,,,[4 IN/NAK],
53666,00:29.380.160,98.85 us,,,,,[5 IN/NAK],
53667,00:29.380.285,103.68 us,,,,,[5 IN/NAK],
53668,00:29.380.415,103.95 us,,,,,[5 IN/NAK],
53669,00:29.380.545,77.98 us,,,,,[4 IN/NAK],
53670,00:29.380.660,98.88 us,,,,,[5 IN/NAK],
53671,00:29.380.784,103.67 us,,,,,[5 IN/NAK],
53672,00:29.380.914,98.93 us,,,,,[5 IN/NAK],
53673,00:29.381.035,84.92 us,,,,,[4 IN/NAK],
53674,00:29.381.159,98.85 us,,,,,[5 IN/NAK],
53675,00:29.381.284,103.70 us,,,,,[5 IN/NAK],
53676,00:29.381.413,103.97 us,,,,,[5 IN/NAK],
53677,00:29.381.543,77.97 us,,,,,[4 IN/NAK],
53678,00:29.381.658,98.83 us,,,,,[5 IN/NAK],
53679,00:29.381.783,103.72 us,,,,,[5 IN/NAK],
53680,00:29.381.912,98.93 us,,,,,[5 IN/NAK],
53681,00:29.382.033,84.93 us,,,,,[4 IN/NAK],
53682,00:29.382.157,98.88 us,,,,,[5 IN/NAK],
53683,00:29.382.282,103.65 us,,,,,[5 IN/NAK],
53684,00:29.382.411,103.97 us,,,,,[5 IN/NAK],
53685,00:29.382.541,77.98 us,,,,,[4 IN/NAK],
53686,00:29.382.656,98.85 us,,,,,[5 IN/NAK],
53687,00:29.382.781,103.70 us,,,,,[5 IN/NAK],
53688,00:29.382.910,98.95 us,,,,,[5 IN/NAK],
53689,00:29.383.031,84.92 us,,,,,[4 IN/NAK],
53690,00:29.383.155,98.88 us,,,,,[5 IN/NAK],
53691,00:29.383.280,103.65 us,,,,,[5 IN/NAK],
53692,00:29.383.409,103.95 us,,,,,[5 IN/NAK],
53693,00:29.383.539,78.02 us,,,,,[4 IN/NAK],
53694,00:29.383.654,98.85 us,,,,,[5 IN/NAK],
53695,00:29.383.779,103.67 us,,,,,[5 IN/NAK],
53696,00:29.383.908,98.95 us,,,,,[5 IN/NAK],
53697,00:29.384.029,84.90 us,,,,,[4 IN/NAK],
53698,00:29.384.153,98.88 us,,,,,[5 IN/NAK],
53699,00:29.384.278,103.63 us,,,,,[5 IN/NAK],
53700,00:29.384.408,103.93 us,,,,,[5 IN/NAK],
53701,00:29.384.537,78.00 us,,,,,[4 IN/NAK],
53702,00:29.384.652,98.85 us,,,,,[5 IN/NAK],
53703,00:29.384.777,103.67 us,,,,,[5 IN/NAK],
53704,00:29.384.907,98.97 us,,,,,[5 IN/NAK],
53705,00:29.385.027,84.87 us,,,,,[4 IN/NAK],
53706,00:29.385.151,98.88 us,,,,,[5 IN/NAK],
53707,00:29.385.276,103.67 us,,,,,[5 IN/NAK],
53708,00:29.385.406,103.95 us,,,,,[5 IN/NAK],
53709,00:29.385.535,78.00 us,,,,,[4 IN/NAK],
53710,00:29.385.650,98.83 us,,,,,[5 IN/NAK],
53711,00:29.385.775,103.65 us,,,,,[5 IN/NAK],
53712,00:29.385.905,98.97 us,,,,,[5 IN/NAK],
53713,00:29.386.026,84.88 us,,,,,[4 IN/NAK],
53714,00:29.386.149,98.87 us,,,,,[5 IN/NAK],
53715,00:29.386.274,103.68 us,,,,,[5 IN/NAK],
53716,00:29.386.404,103.95 us,,,,,[5 IN/NAK],
53717,00:29.386.534,78.00 us,,,,,[4 IN/NAK],
53718,00:29.386.648,98.88 us,,,,,[5 IN/NAK],
53719,00:29.386.773,103.67 us,,,,,[5 IN/NAK],
53720,00:29.386.903,98.93 us,,,,,[5 IN/NAK],
53721,00:29.387.024,84.92 us,,,,,[4 IN/NAK],
53722,00:29.387.147,98.85 us,,,,,[5 IN/NAK],
53723,00:29.387.272,103.68 us,,,,,[5 IN/NAK],
53724,00:29.387.402,103.93 us,,,,,[5 IN/NAK],
53725,00:29.387.532,77.98 us,,,,,[4 IN/NAK],
53726,00:29.387.647,98.88 us,,,,,[5 IN/NAK],
53727,00:29.387.772,103.67 us,,,,,[5 IN/NAK],
53728,00:29.387.901,98.93 us,,,,,[5 IN/NAK],
53729,00:29.388.023,84.03 us,,,,,[4 IN/NAK],
53730,00:29.388.146,98.83 us,,,,,[5 IN/NAK],
53731,00:29.388.271,103.70 us,,,,,[5 IN/NAK],
53732,00:29.388.400,103.97 us,,,,,[5 IN/NAK],
53733,00:29.388.530,77.98 us,,,,,[4 IN/NAK],
53734,00:29.388.645,98.88 us,,,,,[5 IN/NAK],
53735,00:29.388.770,103.63 us,,,,,[5 IN/NAK],
53736,00:29.388.899,98.92 us,,,,,[5 IN/NAK],
53737,00:29.389.020,84.92 us,,,,,[4 IN/NAK],
53738,00:29.389.144,98.85 us,,,,,[5 IN/NAK],
53739,00:29.389.269,103.67 us,,,,,[5 IN/NAK],
53740,00:29.389.398,103.95 us,,,,,[5 IN/NAK],
53741,00:29.389.528,78.00 us,,,,,[4 IN/NAK],
53742,00:29.389.643,98.90 us,,,,,[5 IN/NAK],
53743,00:29.389.768,103.68 us,,,,,[5 IN/NAK],
53744,00:29.389.897,98.92 us,,,,,[5 IN/NAK],
53745,00:29.390.018,84.92 us,,,,,[4 IN/NAK],
53746,00:29.390.142,98.83 us,,,,,[5 IN/NAK],
53747,00:29.390.267,103.67 us,,,,,[5 IN/NAK],
53748,00:29.390.396,103.98 us,,,,,[5 IN/NAK],
53749,00:29.390.526,77.97 us,,,,,[4 IN/NAK],
53750,00:29.390.641,98.87 us,,,,,[5 IN/NAK],
53751,00:29.390.766,103.68 us,,,,,[5 IN/NAK],
53752,00:29.390.895,98.95 us,,,,,[5 IN/NAK],
53753,00:29.391.016,84.93 us,,,,,[4 IN/NAK],
53754,00:29.391.140,98.87 us,,,,,[5 IN/NAK],
53755,00:29.391.265,103.63 us,,,,,[5 IN/NAK],
53756,00:29.391.395,103.98 us,,,,,[5 IN/NAK],
53757,00:29.391.524,77.97 us,,,,,[4 IN/NAK],
53758,00:29.391.639,98.85 us,,,,,[5 IN/NAK],
53759,00:29.391.764,103.68 us,,,,,[5 IN/NAK],
53760,00:29.391.894,98.97 us,,,,,[5 IN/NAK],
53761,00:29.392.015,84.92 us,,,,,[4 IN/NAK],
53762,00:29.392.138,98.88 us,,,,,[5 IN/NAK],
53763,00:29.392.263,103.65 us,,,,,[5 IN/NAK],
53764,00:29.392.393,103.95 us,,,,,[5 IN/NAK],
53765,00:29.392.522,78.00 us,,,,,[4 IN/NAK],
53766,00:29.392.637,98.85 us,,,,,[5 IN/NAK],
53767,00:29.392.762,103.68 us,,,,,[5 IN/NAK],
53768,00:29.392.892,98.93 us,,,,,[5 IN/NAK],
53769,00:29.393.013,84.88 us,,,,,[4 IN/NAK],
53770,00:29.393.136,98.87 us,,,,,[5 IN/NAK],
53771,00:29.393.261,103.70 us,,,,,[5 IN/NAK],
53772,00:29.393.391,103.93 us,,,,,[5 IN/NAK],
53773,00:29.393.521,78.02 us,,,,,[4 IN/NAK],
53774,00:29.393.636,98.85 us,,,,,[5 IN/NAK],
53775,00:29.393.761,103.68 us,,,,,[5 IN/NAK],
53776,00:29.393.890,98.98 us,,,,,[5 IN/NAK],
53777,00:29.394.011,84.90 us,,,,,[4 IN/NAK],
53778,00:29.394.135,98.90 us,,,,,[5 IN/NAK],
53779,00:29.394.260,103.70 us,,,,,[5 IN/NAK],
53780,00:29.394.389,103.92 us,,,,,[5 IN/NAK],
53781,00:29.394.519,78.00 us,,,,,[4 IN/NAK],
53782,00:29.394.634,98.87 us,,,,,[5 IN/NAK],
53783,00:29.394.759,103.65 us,,,,,[5 IN/NAK],
53784,00:29.394.888,98.97 us,,,,,[5 IN/NAK],
53785,00:29.395.009,84.90 us,,,,,[4 IN/NAK],
53786,00:29.395.133,98.87 us,,,,,[5 IN/NAK],
53787,00:29.395.258,103.68 us,,,,,[5 IN/NAK],
53788,00:29.395.387,103.92 us,,,,,[5 IN/NAK],
53789,00:29.395.517,78.00 us,,,,,[4 IN/NAK],
53790,00:29.395.632,98.88 us,,,,,[5 IN/NAK],
53791,00:29.395.757,103.67 us,,,,,[5 IN/NAK],
53792,00:29.395.886,98.97 us,,,,,[5 IN/NAK],
53793,00:29.396.008,84.03 us,,,,,[4 IN/NAK],
53794,00:29.396.131,98.87 us,,,,,[5 IN/NAK],
53795,00:29.396.256,103.67 us,,,,,[5 IN/NAK],
53796,00:29.396.385,103.97 us,,,,,[5 IN/NAK],
53797,00:29.396.515,77.97 us,,,,,[4 IN/NAK],
53798,00:29.396.630,98.87 us,,,,,[5 IN/NAK],
53799,00:29.396.755,103.67 us,,,,,[5 IN/NAK],
53800,00:29.396.885,98.95 us,,,,,[5 IN/NAK],
53801,00:29.397.005,84.92 us,,,,,[4 IN/NAK],
53802,00:29.397.129,98.88 us,,,,,[5 IN/NAK],
53803,00:29.397.254,103.65 us,,,,,[5 IN/NAK],
53804,00:29.397.384,103.95 us,,,,,[5 IN/NAK],
53805,00:29.397.513,77.98 us,,,,,[4 IN/NAK],
53806,00:29.397.628,98.85 us,,,,,[5 IN/NAK],
53807,00:29.397.753,103.67 us,,,,,[5 IN/NAK],
53808,00:29.397.883,98.95 us,,,,,[5 IN/NAK],
53809,00:29.398.004,84.92 us,,,,,[4 IN/NAK],
53810,00:29.398.127,98.85 us,,,,,[5 IN/NAK],
53811,00:29.398.252,103.68 us,,,,,[5 IN/NAK],
53812,00:29.398.382,103.97 us,,,,,[5 IN/NAK],
53813,00:29.398.511,77.97 us,,,,,[4 IN/NAK],
53814,00:29.398.626,98.88 us,,,,,[5 IN/NAK],
53815,00:29.398.751,103.67 us,,,,,[5 IN/NAK],
53816,00:29.398.881,98.92 us,,,,,[5 IN/NAK],
53817,00:29.399.002,84.92 us,,,,,[4 IN/NAK],
53818,00:29.399.125,98.87 us,,,,,[5 IN/NAK],
53819,00:29.399.250,103.63 us,,,,,[5 IN/NAK],
53820,00:29.399.380,103.93 us,,,,,[5 IN/NAK],
53821,00:29.399.510,77.98 us,,,,,[4 IN/NAK],
53822,00:29.399.625,98.88 us,,,,,[5 IN/NAK],
53823,00:29.399.750,103.70 us,,,,,[5 IN/NAK],
53824,00:29.399.879,98.93 us,,,,,[5 IN/NAK],
53825,00:29.400.000,84.92 us,,,,,[4 IN/NAK],
53826,00:29.400.124,98.88 us,,,,,[5 IN/NAK],
53827,00:29.400.249,103.67 us,,,,,[5 IN/NAK],
53828,00:29.400.378,103.95 us,,,,,[5 IN/NAK],
53829,00:29.400.508,78.00 us,,,,,[4 IN/NAK],
53830,00:29.400.623,98.83 us,,,,,[5 IN/NAK],
53831,00:29.400.748,103.70 us,,,,,[5 IN/NAK],
53832,00:29.400.877,98.95 us,,,,,[5 IN/NAK],
53833,00:29.400.998,84.92 us,,,,,[4 IN/NAK],
53834,00:29.401.122,98.88 us,,,,,[5 IN/NAK],
53835,00:29.401.247,103.65 us,,,,,[5 IN/NAK],
53836,00:29.401.376,103.97 us,,,,,[5 IN/NAK],
53837,00:29.401.506,77.98 us,,,,,[4 IN/NAK],
53838,00:29.401.621,98.85 us,,,,,[5 IN/NAK],
53839,00:29.401.746,103.70 us,,,,,[5 IN/NAK],
53840,00:29.401.875,98.95 us,,,,,[5 IN/NAK],
53841,00:29.401.996,84.90 us,,,,,[4 IN/NAK],
53842,00:29.402.120,98.88 us,,,,,[5 IN/NAK],
53843,00:29.402.245,103.68 us,,,,,[5 IN/NAK],
53844,00:29.402.374,103.95 us,,,,,[5 IN/NAK],
53845,00:29.402.504,78.00 us,,,,,[4 IN/NAK],
53846,00:29.402.619,98.85 us,,,,,[5 IN/NAK],
53847,00:29.402.744,103.67 us,,,,,[5 IN/NAK],
53848,00:29.402.873,98.97 us,,,,,[5 IN/NAK],
53849,00:29.402.994,84.88 us,,,,,[4 IN/NAK],
53850,00:29.403.118,98.87 us,,,,,[5 IN/NAK],
53851,00:29.403.243,103.73 us,,,,,[5 IN/NAK],
53852,00:29.403.373,103.95 us,,,,,[5 IN/NAK],
53853,00:29.403.502,78.00 us,,,,,[4 IN/NAK],
53854,00:29.403.617,98.88 us,,,,,[5 IN/NAK],
53855,00:29.403.742,103.70 us,,,,,[5 IN/NAK],
53856,00:29.403.872,98.97 us,,,,,[5 IN/NAK],
53857,00:29.403.993,84.02 us,,,,,[4 IN/NAK],
53858,00:29.404.116,98.83 us,,,,,[5 IN/NAK],
53859,00:29.404.241,103.72 us,,,,,[5 IN/NAK],
53860,00:29.404.371,103.93 us,,,,,[5 IN/NAK],
53861,00:29.404.500,77.97 us,,,,,[4 IN/NAK],
53862,00:29.404.615,98.90 us,,,,,[5 IN/NAK],
53863,00:29.404.740,103.63 us,,,,,[5 IN/NAK],
53864,00:29.404.870,98.97 us,,,,,[5 IN/NAK],
53865,00:29.404.991,84.92 us,,,,,[4 IN/NAK],
53866,00:29.405.114,98.83 us,,,,,[5 IN/NAK],
53867,00:29.405.239,103.70 us,,,,,[5 IN/NAK],
53868,00:29.405.369,103.93 us,,,,,[5 IN/NAK],
53869,00:29.405.499,78.00 us,,,,,[4 IN/NAK],
53870,00:29.405.613,98.88 us,,,,,[5 IN/NAK],
53871,00:29.405.738,103.63 us,,,,,[5 IN/NAK],
53872,00:29.405.868,98.93 us,,,,,[5 IN/NAK],
53873,00:29.405.989,84.93 us,,,,,[4 IN/NAK],
53874,00:29.406.113,98.85 us,,,,,[5 IN/NAK],
53875,00:29.406.237,103.67 us,,,,,[5 IN/NAK],
53876,00:29.406.367,103.98 us,,,,,[5 IN/NAK],
53877,00:29.406.497,77.98 us,,,,,[4 IN/NAK],
53878,00:29.406.612,98.88 us,,,,,[5 IN/NAK],
53879,00:29.406.737,103.67 us,,,,,[5 IN/NAK],
53880,00:29.406.866,98.93 us,,,,,[5 IN/NAK],
53881,00:29.406.987,84.93 us,,,,,[4 IN/NAK],
53882,00:29.407.111,98.87 us,,,,,[5 IN/NAK],
53883,00:29.407.236,103.65 us,,,,,[5 IN/NAK],
53884,00:29.407.365,103.95 us,,,,,[5 IN/NAK],
53885,00:29.407.495,77.98 us,,,,,[4 IN/NAK],
